1.000000   0.000000
0.972789   0.008012
0.945579   0.015718
0.918372   0.023111
0.891171   0.030186
0.863982   0.036936
0.836810   0.043358
0.809663   0.049445
0.782550   0.055195
0.755481   0.060603
0.728469   0.065666
0.701527   0.070380
0.674668   0.074743
0.647910   0.078752
0.621269   0.082406
0.594764   0.085703
0.568415   0.088641
0.542244   0.091221
0.516274   0.093441
0.490529   0.095302
0.465034   0.096804
0.439817   0.097948
0.414906   0.098734
0.390331   0.099166
0.366123   0.099244
0.342315   0.098970
0.318940   0.098349
0.296035   0.097382
0.273636   0.096073
0.251781   0.094426
0.230509   0.092446
0.209863   0.090137
0.189883   0.087504
0.170613   0.084553
0.152100   0.081289
0.134388   0.077719
0.117527   0.073849
0.101565   0.069687
0.086553   0.065239
0.072544   0.060514
0.059589   0.055520
0.047745   0.050265
0.037068   0.044758
0.027614   0.039009
0.019444   0.033028
0.012617   0.026824
0.007196   0.020408
0.003242   0.013791
0.000822   0.006985
0.000000   0.000000
0.000822   -0.006646
0.003242   -0.012478
0.007196   -0.017547
0.012617   -0.021903
0.019444   -0.025594
0.027614   -0.028666
0.037068   -0.031164
0.047745   -0.033132
0.059589   -0.034612
0.072544   -0.035645
0.086553   -0.036270
0.101565   -0.036525
0.117527   -0.036447
0.134388   -0.036069
0.152100   -0.035427
0.170613   -0.034552
0.189883   -0.033474
0.209863   -0.032223
0.230509   -0.030826
0.251781   -0.029311
0.273636   -0.027701
0.296035   -0.026021
0.318940   -0.024291
0.342315   -0.022534
0.366123   -0.020767
0.390331   -0.019009
0.414906   -0.017276
0.439817   -0.015582
0.465034   -0.013941
0.490529   -0.012365
0.516274   -0.010864
0.542244   -0.009447
0.568415   -0.008122
0.594764   -0.006895
0.621269   -0.005771
0.647910   -0.004753
0.674668   -0.003842
0.701527   -0.003039
0.728469   -0.002344
0.755481   -0.001752
0.782550   -0.001261
0.809663   -0.000866
0.836810   -0.000558
0.863982   -0.000330
0.891171   -0.000173
0.918372   -0.000075
0.945579   -0.000023
0.972789   -0.000003
1.000000   0.000000
