(title "Pressure Coefficient")
(labels "Position" "Pressure Coefficient")

((xy/key/label "wall")
0.0562862	-0.760517
0.0531605	-0.73864
0.0502526	-0.71598
0.0475481	-0.692658
0.0450334	-0.668724
0.0426958	-0.644317
0.0405234	-0.619477
0.0385051	-0.594325
0.0366302	-0.569007
0.034889	-0.543456
0.0332723	-0.517843
0.0317714	-0.492434
0.0303782	-0.467376
0.0290851	-0.442308
0.0278014	-0.41581
0.0265277	-0.387876
0.0252649	-0.358223
0.0240138	-0.326776
0.0227756	-0.29332
0.021551	-0.258064
0.0203412	-0.220773
0.0191475	-0.181272
0.0179713	-0.139471
0.016814	-0.0952084
0.0156772	-0.0484625
0.0145626	0.000673727
0.0134721	0.0522852
0.0124076	0.106533
0.0113714	0.163307
0.0103657	0.222523
0.00939286	0.283898
0.00845526	0.347011
0.00755548	0.411825
0.00669645	0.477994
0.00588062	0.544712
0.00511041	0.611445
0.00438857	0.677527
0.00371716	0.742026
0.00309821	0.80415
0.00253361	0.863115
0.00202493	0.918166
0.00157338	0.968536
0.00117938	1.01347
0.000843088	1.05255
0.000564648	1.08514
0.000343136	1.1113
0.000177636	1.13008
6.69697e-05	1.14207
9.6069e-06	1.14791
3.77651e-06	1.14611
4.9664e-05	1.1377
0.000150129	1.12163
0.00030794	1.09725
0.000525987	1.06489
0.000806798	1.02397
0.0011523	0.974769
0.00156394	0.917487
0.0020422	0.852685
0.0025875	0.781269
0.00319899	0.704479
0.00387506	0.62354
0.00461372	0.540012
0.00541187	0.455318
0.00626656	0.370953
0.00717376	0.288128
0.00812979	0.20771
0.00913086	0.130794
0.0101729	0.0577306
0.0112523	-0.0112319
0.0123655	-0.075479
0.0135091	-0.135199
0.01468	-0.19084
0.0158757	-0.242184
0.0170938	-0.289023
0.69162	0.151157
0.679193	0.125336
0.666764	0.0990775
0.654331	0.0724044
0.641892	0.0455483
0.629447	0.0185989
0.616994	-0.0083554
0.604534	-0.0352103
0.592065	-0.0618701
0.579587	-0.0882302
0.5671	-0.114179
0.554603	-0.139603
0.542097	-0.164389
0.529582	-0.188454
0.517058	-0.211739
0.504524	-0.234195
0.491982	-0.25576
0.479432	-0.276338
0.466874	-0.29581
0.454308	-0.314058
0.441736	-0.331011
0.429158	-0.34667
0.416574	-0.361083
0.403984	-0.374306
0.391391	-0.386365
0.378793	-0.39723
0.366192	-0.406831
0.353588	-0.41512
0.340981	-0.422105
0.328373	-0.427891
0.315763	-0.432673
0.303152	-0.436696
0.290541	-0.440209
0.277929	-0.443419
0.265318	-0.446494
0.252707	-0.449573
0.240098	-0.4528
0.227489	-0.456381
0.214883	-0.460602
0.202279	-0.465847
0.189641	-0.472411
0.177832	-0.479994
0.1668	-0.488744
0.156493	-0.498679
0.146864	-0.509712
0.137868	-0.521734
0.129466	-0.53463
0.121617	-0.548319
0.114287	-0.562741
0.10744	-0.577858
0.101047	-0.593624
0.095078	-0.609921
0.0895047	-0.626514
0.084302	-0.643045
0.0794458	-0.659036
0.0749137	-0.673895
0.0706848	-0.687008
0.0667393	-0.697906
0.0630589	-0.706344
0.0596264	-0.712274
0.0564258	-0.7155
0.053442	-0.715952
0.0506607	-0.713891
0.0480689	-0.709534
0.045654	-0.70304
0.0434045	-0.69474
0.0413095	-0.684912
0.0393587	-0.673685
0.0375426	-0.661183
0.0358522	-0.647626
0.034279	-0.633357
0.0328151	-0.61847
0.0314533	-0.602949
0.0300979	-0.585838
0.0287499	-0.567109
0.0274096	-0.546455
0.0260782	-0.523642
0.0247563	-0.498523
0.0234451	-0.470966
0.0221457	-0.440772
0.0208593	-0.40775
0.0195874	-0.371529
0.0183317	-0.331917
0.0170938	-0.289023
0.807943	-0.397262
0.795378	-0.427203
0.782795	-0.456496
0.770198	-0.484104
0.757586	-0.50799
0.74496	-0.526766
0.732323	-0.541004
0.719674	-0.555009
0.707015	-0.576681
0.694347	-0.614377
0.68167	-0.672049
0.668985	-0.741398
0.656293	-0.802894
0.643594	-0.84359
0.63089	-0.859711
0.618181	-0.857267
0.605466	-0.846325
0.592748	-0.829868
0.580026	-0.81057
0.567301	-0.790672
0.554572	-0.770685
0.541842	-0.750531
0.529109	-0.729752
0.516374	-0.708007
0.503637	-0.685202
0.490899	-0.661789
0.47816	-0.639406
0.46542	-0.620731
0.452679	-0.609424
0.439938	-0.609489
0.427196	-0.625348
0.414454	-0.661991
0.401711	-0.718345
0.388969	-0.781869
0.376227	-0.835559
0.363485	-0.870368
0.350744	-0.888595
0.338004	-0.897284
0.325264	-0.902427
0.312525	-0.907298
0.299787	-0.912909
0.28705	-0.919149
0.274315	-0.925562
0.261582	-0.931796
0.248851	-0.937696
0.236123	-0.943249
0.223399	-0.948453
0.210678	-0.953227
0.197962	-0.957387
0.185347	-0.960613
0.173563	-0.962446
0.162557	-0.962732
0.15228	-0.961439
0.142683	-0.958601
0.133722	-0.954243
0.125358	-0.948434
0.117551	-0.941258
0.110265	-0.93279
0.103466	-0.923066
0.097124	-0.912082
0.0912087	-0.899857
0.0856926	-0.886395
0.08055	-0.871708
0.0757567	-0.855849
0.0712901	-0.838872
0.067129	-0.820801
0.0632535	-0.801647
0.0596451	-0.781523
0.0562862	-0.760517
1	0.226418
0.997068	0.29298
0.993925	0.308897
0.990555	0.332674
0.986941	0.349927
0.983067	0.366533
0.978913	0.38007
0.974461	0.392292
0.969687	0.402667
0.964571	0.411738
0.959087	0.419357
0.953211	0.425697
0.946916	0.430717
0.940172	0.434436
0.932951	0.436867
0.925218	0.438039
0.916942	0.437748
0.908086	0.436009
0.898611	0.432837
0.888479	0.428059
0.877645	0.421578
0.866066	0.413215
0.853691	0.402761
0.841144	0.390711
0.828616	0.377261
0.816105	0.362448
0.80361	0.34632
0.791131	0.32892
0.778665	0.310294
0.76621	0.290496
0.753766	0.269584
0.741329	0.247639
0.728898	0.224754
0.71647	0.20095
