"integral_char"
"Iteration" "cya etc.."
("Iteration" "cya" "cxa" "mz")
100 -0.363866593857583 0.04743821744985143 -0.04158108541545636
101 -0.3639359329290017 0.04752068202596844 -0.04144341790776192
102 -0.3638798018453306 0.04757824746829811 -0.0413395542330976
103 -0.3636729859740977 0.04762180490427002 -0.04128547791737503
104 -0.3633825561515886 0.04764605608907212 -0.04127998318156164
105 -0.3631609439910278 0.04766053240766834 -0.04128723393394965
106 -0.3629760517691681 0.0476721698213628 -0.04130112949464103
107 -0.3628636998537668 0.04768780654757952 -0.04130170534140863
108 -0.3628192690804847 0.04771081388903918 -0.04127946647152052
109 -0.3627986204305283 0.04773990256161682 -0.04124369424463481
110 -0.3627888481785489 0.04777299979312401 -0.04119620092659442
111 -0.3627349521599367 0.04780275918319946 -0.04115686049951805
112 -0.3626347444292795 0.04782465192441779 -0.04113206086962932
113 -0.3625124028526585 0.04783908057242593 -0.04112165478128932
114 -0.3623789696681802 0.04784688514226387 -0.04112721712747222
115 -0.3622632107413787 0.04785186386364161 -0.04113980624895195
116 -0.3621863886803189 0.04785659392255198 -0.04115068739065452
117 -0.362155833311626 0.04786340742425529 -0.04115294082077089
118 -0.3621802494364436 0.04787612846382786 -0.04114123175844366
119 -0.3622514924847461 0.04789430968238999 -0.04111596137896236
120 -0.3623239134527361 0.04791332300763304 -0.04109103281160943
121 -0.3623793856080765 0.04793100852059168 -0.04106972011702834
122 -0.3623911182530048 0.04794282662058971 -0.0410583989303141
123 -0.3623809113351626 0.04794945700191955 -0.04105584868086819
124 -0.3623722618831394 0.04795263064559685 -0.04106012124705655
125 -0.3623786684035128 0.04795463876792615 -0.04106827386252593
126 -0.3624033613062587 0.04795720714379553 -0.04107685894672355
127 -0.3624429725874826 0.0479605551514905 -0.04108256500902088
128 -0.3624867864718508 0.04796405919950714 -0.04108419632990214
129 -0.3625251219638118 0.04796720239577662 -0.04108375543579595
130 -0.3625603034849146 0.04796950787710626 -0.04108298962363822
131 -0.3625865665909627 0.04797017681324017 -0.04108525331593482
132 -0.3626124250755495 0.04796972520480815 -0.04109039221469705
133 -0.3626499069370553 0.04796976342536205 -0.0410953445775075
134 -0.3626877337969341 0.0479698366962944 -0.04110063394352627
135 -0.3627298892276749 0.04797052109676044 -0.04110414654842594
136 -0.3627684018718648 0.0479711699360718 -0.0411067048271993
137 -0.3627982932498909 0.04797120979388354 -0.04110957425131483
138 -0.3628194795828947 0.04797043034583266 -0.04111384970435023
139 -0.3628331363428506 0.04796881639267739 -0.04111978032833876
140 -0.3628442719913896 0.04796681769622296 -0.04112660646712956
141 -0.3628648659093086 0.04796586974104901 -0.04113105813638919
142 -0.3628857256117709 0.04796547017068499 -0.04113414181618848
143 -0.3629079370095323 0.04796574132778889 -0.0411351814985954
144 -0.3629269312082923 0.04796620538136846 -0.0411351336861125
145 -0.3629382975445332 0.04796631930081344 -0.04113541128440275
146 -0.3629417591231831 0.04796578436216802 -0.04113687318307051
147 -0.3629395024808522 0.04796473303906008 -0.04113940079948497
148 -0.3629324586053468 0.04796309736090862 -0.04114304652371351
149 -0.3629225855712194 0.04796128154480576 -0.04114680313291354
150 -0.36291162159711 0.04795953215774262 -0.0411502227028625
151 -0.3628999037329829 0.04795799227134052 -0.04115300793920363
152 -0.3628852409839755 0.04795634472449314 -0.04115585063842842
153 -0.3628675047623477 0.04795455098316673 -0.04115868526602642
154 -0.3628475381571428 0.04795261149997937 -0.04116164346330135
155 -0.3628262777950197 0.04795059255123003 -0.04116473534960819
156 -0.362806175203354 0.04794879258329882 -0.04116740365863849
157 -0.3627845839698322 0.04794693418982322 -0.04117015142356835
158 -0.3627628867327555 0.04794514963083465 -0.04117259831314177
159 -0.3627427151066723 0.04794360860506477 -0.04117448932248306
160 -0.3627205440908097 0.04794193442472479 -0.04117664829093321
161 -0.3626999084997059 0.04794043030350051 -0.04117847482263734
162 -0.3626796137097156 0.04793898711738409 -0.04118024802693327
163 -0.362659710780788 0.04793760295901535 -0.04118195246371197
164 -0.3626407000900025 0.04793628836715309 -0.04118353000082874
165 -0.3626240670713148 0.04793522020161022 -0.04118469968407413
166 -0.3626081514078648 0.04793426256773818 -0.04118568563016083
167 -0.3625927177743652 0.04793335903519706 -0.04118656486182318
168 -0.3625779643766208 0.04793245900099386 -0.04118749031842135
169 -0.3625641008470866 0.0479315756340098 -0.04118850755210209
170 -0.3625515886976404 0.04793073174948505 -0.04118959135487935
171 -0.3625419414020678 0.04793010003314535 -0.04119040853235734
172 -0.3625337511488477 0.04792960529978321 -0.04119097951208273
173 -0.3625265022450568 0.04792917561015028 -0.04119142953074981
174 -0.3625209224087377 0.04792886178719522 -0.04119180698240982
175 -0.3625158569290646 0.04792852379553535 -0.04119228112832733
176 -0.362511181483212 0.04792816242542829 -0.04119292661195437
177 -0.3625072055971837 0.04792780339378569 -0.04119368783614421
178 -0.3625041758025646 0.04792748435147476 -0.0411944618050972
179 -0.3625023002425339 0.04792723843767822 -0.04119512844582632
180 -0.3625016524579825 0.04792709201103172 -0.04119558497116497
181 -0.3625022113258058 0.04792704172224638 -0.04119581462556948
182 -0.3625050569530135 0.04792714132009918 -0.04119552708722456
183 -0.3625098524132551 0.04792746058200596 -0.0411947398847302
184 -0.3625151489483658 0.04792790462322378 -0.04119383575854771
185 -0.3625194954596582 0.04792828073220828 -0.04119314965931437
186 -0.3625219136867339 0.04792841520162276 -0.04119286818001804
187 -0.362523647818697 0.04792837020310774 -0.04119294190950582
188 -0.3625258059477762 0.04792826646635544 -0.04119325435420491
189 -0.3625289366625815 0.04792822696434344 -0.04119356409620719
190 -0.3625329353125145 0.04792830300368153 -0.04119366277805085
191 -0.3625369905106166 0.04792844793388683 -0.04119353759888107
192 -0.3625404556680433 0.04792857359414752 -0.04119334189255822
193 -0.3625432104529173 0.04792862639308416 -0.04119323994602184
194 -0.3625456541438817 0.04792861534871826 -0.04119330134964264
195 -0.3625483170231271 0.04792859955212983 -0.04119345231378047
196 -0.3625513987047164 0.04792863126236771 -0.04119356334431309
197 -0.3625546667836429 0.04792871886228611 -0.04119355210175277
198 -0.3625576657269007 0.04792882577026522 -0.04119344421468343
199 -0.3625600699871377 0.0479289023134464 -0.04119333864846639
200 -0.3625619077335313 0.04792892914638296 -0.04119331575405315
201 -0.3612753855947645 0.04654041173716567 -0.04136685537112018
202 -0.3574204232491746 0.04621561723500922 -0.04184215234475661
203 -0.3513068516756253 0.04567169567132971 -0.04261337480560898
204 -0.3453652369198026 0.04505403629919303 -0.04363337229260206
205 -0.3413636051840386 0.0445721804297867 -0.04462275311462422
206 -0.3384092341513172 0.04413754999879191 -0.04553702046526895
207 -0.3367346785659744 0.04378888733162234 -0.04639393304533793
208 -0.3365840475174848 0.04356575613203077 -0.04708631882905459
209 -0.3389752000408383 0.04354932391640184 -0.0472582803919337
210 -0.3431170663769355 0.0438194715291077 -0.04677996212431877
211 -0.3464583905832066 0.04416297684869075 -0.04608486207965488
212 -0.3498394377421385 0.04456922806723669 -0.04515159838544464
213 -0.3530812007469437 0.04500309539904644 -0.04403797841413684
214 -0.3559695179466911 0.0454388182080149 -0.04288082039749447
215 -0.3581983266795857 0.04580598674796162 -0.04187808878151471
216 -0.359753595335437 0.04608440951626162 -0.0411185296260069
217 -0.3606307661488692 0.04625741997362021 -0.04067169888299466
218 -0.3608712727971262 0.04632637699340273 -0.04054748982447137
219 -0.360599993378823 0.04630736312511639 -0.04070311550584669
220 -0.3599786691605282 0.04622885119822528 -0.04105206240495436
221 -0.359108990003463 0.04611063542389253 -0.04151573969682646
222 -0.3581568684775263 0.04597776481369494 -0.04198380364148274
223 -0.35729834371434 0.04585359822949828 -0.04236782565333985
224 -0.3566580347527761 0.04575372070431667 -0.04262249996580217
225 -0.3562166531697042 0.04567809491662315 -0.04275798127344883
226 -0.3559408476549299 0.04562490087568147 -0.04279552585420506
227 -0.3558064217617673 0.04559051824383435 -0.0427702216651611
228 -0.3557778351197478 0.04557050020375959 -0.04272171772307563
229 -0.3558285687275967 0.04556246946839256 -0.04268028909677671
230 -0.3559211987999724 0.04555948663425606 -0.04266755366236667
231 -0.3560361750849272 0.0455588297216299 -0.04268368732244032
232 -0.3561678497247595 0.0455612411441392 -0.04271829817723635
233 -0.3563129589089294 0.04556801549778212 -0.04275371132901445
234 -0.3564662165976582 0.04557997439308657 -0.04277166031743001
235 -0.3566179320139972 0.04559748193653357 -0.04275911211437856
236 -0.3567547146818698 0.04561882252549428 -0.04271292546314514
237 -0.3568604049758451 0.04564160854724 -0.04263877708386255
238 -0.3569191168440275 0.04566263787186234 -0.04255046881858534
239 -0.3569195312052494 0.04567838743700561 -0.0424657818296694
240 -0.3568012936195561 0.04568465616327114 -0.04241034448803233
241 -0.356567138086987 0.04567173454287855 -0.04242019229760544
242 -0.3562673720376613 0.04564318696483514 -0.04248961177237324
243 -0.3559687710020584 0.04560721254204981 -0.04259127787487143
244 -0.3557296841795389 0.04557299998582057 -0.04269202363016499
245 -0.3556092053870631 0.04555257400576605 -0.04275796897132629
246 -0.3555284872585015 0.04553815228696996 -0.04280102751468255
247 -0.3554756435847287 0.04552966876162205 -0.04282194312071716
248 -0.3554453483705788 0.04552646985514429 -0.04282097916555336
249 -0.3554271480297257 0.04552731964994047 -0.04280233409361541
250 -0.3554127220908693 0.04553023206564753 -0.04277397939735537
251 -0.3553934000668726 0.04553319660887348 -0.0427451216409064
252 -0.3553662848622588 0.04553448259534409 -0.04272392486467923
253 -0.3553300383374636 0.04553314728363785 -0.0427157472417809
254 -0.3552881774923064 0.04552906266211496 -0.04272278130514306
255 -0.355247119399419 0.04552290330751028 -0.04274309461119404
256 -0.3552127889125696 0.04551585017769662 -0.04277200871565548
257 -0.3551817926573898 0.04550715988448441 -0.04280895914944634
258 -0.3551863186382107 0.04550221950225335 -0.04283275930885203
259 -0.3552266994665345 0.04550265001644082 -0.04283586636813617
260 -0.3552847735962881 0.04550740178980706 -0.04282226141104335
261 -0.3553398984546766 0.04551389675121621 -0.04280102768950853
262 -0.3553697468976513 0.04551866045750765 -0.04278405549494859
263 -0.3553908512925897 0.04552205691982728 -0.04277143090679779
264 -0.355404685907956 0.04552383365172846 -0.04276423915716496
265 -0.3554123226860054 0.0455239907207684 -0.04276353064687437
266 -0.3554168606668303 0.04552278430253819 -0.04276892919426427
267 -0.3554197466278401 0.04552009301662423 -0.04278231850478821
268 -0.3554302730305607 0.04551744666883769 -0.04279563666570761
269 -0.3554547597759097 0.04551640810088196 -0.0428031258024103
270 -0.3554915671148088 0.04551746681911817 -0.04280290236311133
271 -0.3555326480017964 0.04552014755689721 -0.0427961919284013
272 -0.3555694794216808 0.04552346165178793 -0.04278632074150764
273 -0.3555897107661892 0.04552560977779038 -0.04277859277734488
274 -0.3556042708350306 0.04552709095405022 -0.04277286651600767
275 -0.3556142043547309 0.04552770454336837 -0.04276956314200321
276 -0.3556196278364602 0.0455274655965961 -0.04276941642337341
277 -0.3556223014191965 0.04552655304228448 -0.04277233652371986
278 -0.3556238202815332 0.0455252705058705 -0.04277745350235833
279 -0.3556261263139683 0.04552375447205319 -0.04278473653133836
280 -0.3556320289766688 0.04552274736347575 -0.04278978535423653
281 -0.3556423302064057 0.04552276060952262 -0.04279065383029027
282 -0.3556499339596866 0.04552327056033675 -0.04278940058230927
283 -0.3556568410050933 0.04552402071301165 -0.04278678298712014
284 -0.355662338218901 0.04552474135800517 -0.04278330977801401
285 -0.3556652460131249 0.04552527508563228 -0.04277987256369871
286 -0.3556652097533527 0.04552550031251348 -0.0427772659462392
287 -0.3556622391596021 0.04552535504152407 -0.04277601846856884
288 -0.3556536359756071 0.04552461691685999 -0.04277732413487942
289 -0.355641836916602 0.04552326988341189 -0.04278073630773288
290 -0.355630097027987 0.04552174351925921 -0.04278475427879026
291 -0.3556226819694997 0.0455206510877752 -0.0427876536878227
292 -0.3556163875265627 0.04551979828730264 -0.04278974903325099
293 -0.3556108025608073 0.0455191782570615 -0.04279101461528709
294 -0.3556045061051713 0.04551870114063676 -0.04279109165023126
295 -0.3555983918673901 0.04551845298119171 -0.04279019213704873
296 -0.3555894476268475 0.04551808341030111 -0.04278937454372624
297 -0.3555775936188025 0.0455173399959731 -0.04278984948115074
298 -0.3555645654223822 0.04551623523556811 -0.04279162016498844
299 -0.3555525944947797 0.04551503485040599 -0.04279398154823687
300 -0.3555448667081328 0.0455141607710622 -0.04279587048416077
301 -0.355539330993157 0.04551359271900075 -0.04279697992739199
302 -0.3555352601631659 0.04551330023434236 -0.04279732446695848
303 -0.3555319006439759 0.0455132090243907 -0.0427969910362624
304 -0.3555275126593396 0.04551317095592917 -0.04279630761725552
305 -0.3555219596005026 0.04551303021459321 -0.04279594818362438
306 -0.3555153636476183 0.04551269848508824 -0.04279619204234737
307 -0.3555085932466228 0.04551222135892096 -0.04279696647216095
308 -0.3555037135123782 0.04551180696551622 -0.04279777257617821
309 -0.3554997228574195 0.04551145917388699 -0.0427984869949467
310 -0.3554965089818726 0.04551118771389185 -0.04279906556164544
311 -0.355494014946299 0.04551099064352898 -0.04279944971341412
312 -0.3554920605211969 0.04551085813856189 -0.04279964638445065
313 -0.3554901976790996 0.04551074565668881 -0.04279973744484879
314 -0.3554885550872066 0.04551064156386327 -0.04279986796853516
315 -0.3554871120182888 0.04551052048508347 -0.04280010158095687
316 -0.3554859944097125 0.04551039096633315 -0.04280039292837078
317 -0.3554855605253459 0.04551028650544921 -0.0428006881437398
318 -0.3554860730802834 0.0455102599775262 -0.04280083430541348
319 -0.3554871212313821 0.04551029641975765 -0.04280085868918738
320 -0.3554883366208601 0.04551037074337524 -0.04280078263931292
321 -0.355489433118474 0.04551044539203442 -0.04280068082423966
322 -0.3554902784281688 0.04551048898096478 -0.04280063498593221
323 -0.3554909832694991 0.04551049694374405 -0.04280067670648973
324 -0.355491859342338 0.04551049759514873 -0.04280076070192071
325 -0.3554927810191809 0.04551048917317861 -0.04280088292603627
326 -0.3554939832453726 0.04551050646975011 -0.04280095316826006
327 -0.3554953686936501 0.04551055102020568 -0.04280095443230642
328 -0.3554965699262465 0.04551059230669946 -0.04280095350755037
329 -0.3554977727319965 0.04551063506035091 -0.04280092779292603
330 -0.3554989037131381 0.04551067144326901 -0.04280091097034992
331 -0.3554997669455002 0.04551068696140075 -0.04280095561678969
332 -0.3555006310516081 0.04551069485278104 -0.04280101119172524
333 -0.3555015408616624 0.04551070663650487 -0.04280105897733485
334 -0.3555024956901429 0.04551072955895622 -0.04280107764458869
335 -0.3555032088960459 0.0455107464666927 -0.04280111130226564
336 -0.3555038909220818 0.04551076061731717 -0.042801134000035
337 -0.355504569168774 0.04551077872772501 -0.04280112933803751
338 -0.3555052051105017 0.04551080355427686 -0.04280109838692335
339 -0.3555057842509297 0.04551083229669978 -0.04280104250218973
340 -0.3555062657969977 0.04551086081092455 -0.04280097236503312
341 -0.3555066229358353 0.04551088409311974 -0.04280090261946148
342 -0.3555068400816257 0.04551089864334419 -0.04280084564846919
343 -0.355506918256884 0.04551090220879143 -0.04280081140895234
344 -0.3555068727783304 0.04551089459353026 -0.04280080358224403
345 -0.3555067271532766 0.04551087734927138 -0.04280081954209244
346 -0.3555065103460459 0.04551085279945888 -0.04280085205438925
347 -0.355506238475913 0.04551082364326654 -0.04280089495092763
348 -0.3555059321039857 0.04551079260738694 -0.04280094027773625
349 -0.3555056034967138 0.04551076113166425 -0.04280098328775294
350 -0.3555052495047341 0.04551072958213498 -0.04280102431955473
351 -0.3555048746291462 0.04551069826104545 -0.04280106251355151
352 -0.3555044801745892 0.04551066677636371 -0.04280109990292043
353 -0.3555040675342578 0.0455106345367796 -0.04280113924638706
354 -0.3555036417006533 0.04551060119860491 -0.04280118259680966
355 -0.3555032108125344 0.04551056698709713 -0.04280123050778312
356 -0.3555027841622049 0.04551053249298269 -0.04280128189734245
357 -0.3555023708338891 0.0455104985633366 -0.04280133442422967
358 -0.3555019762335903 0.0455104661006947 -0.0428013860008067
359 -0.3555016069466825 0.0455104357770922 -0.04280143421675198
360 -0.3555012665913341 0.04551040761656159 -0.04280147803057624
361 -0.355500950019336 0.04551038141270634 -0.04280151892242295
362 -0.3555006580920025 0.04551035713279419 -0.04280155701108503
363 -0.3555003907292554 0.04551033452689293 -0.04280159324020105
364 -0.3555001479501323 0.04551031334648241 -0.04280162843944544
365 -0.3554999314218873 0.04551029348315157 -0.04280166297272313
366 -0.3554997458699368 0.04551028342692989 -0.04280171069558254
367 -0.3554996244783092 0.04551027886645798 -0.04280176500316522
368 -0.3554995681329939 0.04551027477327695 -0.04280180621115388
369 -0.3554995562216276 0.0455102727050763 -0.04280182638644582
370 -0.3554995770799572 0.04551027449323117 -0.0428018231401197
371 -0.3554996207632978 0.04551027982193809 -0.04280180018071839
372 -0.355499676248368 0.04551028697476647 -0.04280176488904359
373 -0.3554997342504005 0.04551029371398384 -0.04280172716548764
374 -0.3554997881410385 0.04551029812237924 -0.04280169685537839
375 -0.3554998359948487 0.04551029911770418 -0.04280168174647418
376 -0.3554998804327942 0.04551029662575348 -0.0428016855853268
377 -0.3554999274875382 0.04551029145138672 -0.0428017073686115
378 -0.355499985004281 0.04551028500428626 -0.04280174179171394
379 -0.3555000601349247 0.04551027891547415 -0.04280178070674118
380 -0.3555001577540985 0.04551027467140652 -0.04280181520703632
381 -0.3555002798361819 0.04551027329520623 -0.04280183847158171
382 -0.3555004253349369 0.04551027517439943 -0.04280184738654456
383 -0.3555005904863145 0.04551028002826152 -0.04280184270587702
384 -0.3555007694228908 0.04551028704037661 -0.04280182806332766
385 -0.3555009556470357 0.04551029508859207 -0.04280180858383617
386 -0.3555011437206209 0.0455103031138073 -0.04280178945988642
387 -0.3555013300034864 0.04551031032281436 -0.04280177489469392
388 -0.3555015129702049 0.04551031631919572 -0.04280176728787431
389 -0.3555016929699774 0.04551032110537667 -0.04280176697560302
390 -0.3555018681558308 0.04551032475247863 -0.04280177306742976
391 -0.3555020435543829 0.04551032788523032 -0.04280178242379276
392 -0.3555022261429123 0.0455103315139481 -0.04280179075692118
393 -0.3555024139429305 0.04551033598282883 -0.04280179567165638
394 -0.3555026049232407 0.0455103413264951 -0.04280179584781106
395 -0.3555027936086227 0.04551034717413965 -0.04280179172613229
396 -0.355503010743817 0.04551035657434207 -0.04280178082038523
397 -0.3555032367954326 0.04551036778642716 -0.04280176553644895
398 -0.3555035172264791 0.04551036581063692 -0.04280174416729859
399 -0.3555036290558894 0.04551035688797909 -0.04280172735714929
400 -0.3555036611492627 0.04551035166015494 -0.04280171038987936
401 -0.3542684958751502 0.04415568541427595 -0.04296051735874664
402 -0.350265960495049 0.04383801282562018 -0.04347365693104641
403 -0.3439999658818428 0.04329518370565766 -0.0442669788499867
404 -0.3379321417386952 0.04267538990351888 -0.04530781858708444
405 -0.3338455488192147 0.04219355176826423 -0.04631845962783481
406 -0.3307466554390594 0.04175445010255892 -0.0472468157800076
407 -0.3288093159083841 0.0413926347560521 -0.04816962267254704
408 -0.3284883394036265 0.0411441491826377 -0.04889879905695159
409 -0.3303021744896262 0.04107720857027724 -0.04926145950046057
410 -0.3337626105174793 0.04127634948602343 -0.04901751469601085
411 -0.3367293556273857 0.04157025262095824 -0.04849274392802996
412 -0.3398611357224119 0.0419309990231346 -0.04768758047360394
413 -0.3429943906231742 0.04233502551206 -0.04666447721662066
414 -0.3459325236181665 0.04274301211909842 -0.04556436059400357
415 -0.3484182123349733 0.04311332531435379 -0.04453634068813057
416 -0.3503890157078098 0.0434184035377875 -0.0436935968159596
417 -0.3517396171830975 0.04363255870089317 -0.04312653106233742
418 -0.3524803441979532 0.04375204554837575 -0.04285773067075036
419 -0.3526093298109456 0.04377841428120277 -0.04288954697904949
420 -0.3523337548724078 0.04373781462780246 -0.04312363431339996
421 -0.3518311058198321 0.04365522965762061 -0.04346080522833984
422 -0.3512200879134834 0.04355485192872563 -0.04382543546405637
423 -0.350607485656423 0.04345209530295044 -0.0441606049544644
424 -0.3501091458045656 0.04336834017582245 -0.04441191340134101
425 -0.3497467280642707 0.04330145388060444 -0.04457043409133939
426 -0.3494951010069187 0.04324828042306419 -0.04464624634211927
427 -0.3493449609237039 0.04321160533029812 -0.044660129784601
428 -0.3492789722223835 0.04318731475206004 -0.04464492752660668
429 -0.3492821799570447 0.04317201553194336 -0.04462568057373761
430 -0.3493374926492073 0.0431629640706183 -0.04462051547676825
431 -0.3494395167978943 0.0431597966474755 -0.04463349858968688
432 -0.3495744345486758 0.04316077521695977 -0.04466172787604462
433 -0.3497345186541401 0.04316630666938834 -0.04469228768676111
434 -0.3499102959186093 0.04317697876676456 -0.04471088960310845
435 -0.3500897636613576 0.04319284466754332 -0.04470578189910016
436 -0.3502611687436807 0.04321310407056748 -0.04467030790991557
437 -0.3504044098948265 0.04323578078409435 -0.04460674169941924
438 -0.3505103354369876 0.04325886467553253 -0.04452349269254351
439 -0.3505675428303622 0.04327938993718439 -0.04443467813495526
440 -0.3505679891617579 0.0432943883284562 -0.04435606410102108
441 -0.350465753244283 0.04330191773298402 -0.04430844381001476
442 -0.3502773472681998 0.04329292937661586 -0.04431709982539131
443 -0.3501163302029349 0.04327628299027099 -0.04434870040547646
444 -0.3499409460689694 0.0432562114395652 -0.04439892329039021
445 -0.3497625622240227 0.04323516595281817 -0.04446103635757432
446 -0.3495970156872177 0.04321518409136191 -0.04452354797482141
447 -0.3494506973446432 0.04319771821771064 -0.0445769871904839
448 -0.3493280138250497 0.04318366702944104 -0.04461506096613091
449 -0.349227898012748 0.04317325815598018 -0.04463571926094813
450 -0.3491475868458098 0.04316594083002777 -0.04464126590100437
